seqid	accession	identity	evalue	sciname	taxids	taxonomy
ERR2319529.17702	MH196680.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2319529.14708	KF230242.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2032691.12279	MN841017.1	99.333	8.209999999999998e-70	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
ERR1417421.7769	MN212281.1	100.0	6.3499999999999984e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2318042.13513	HQ820870.1	100.0	1.7799999999999998e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
ERR2032691.7521	MN156611.1	100.0	6.3499999999999984e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2032691.9734	JN612120.1	100.0	6.3499999999999984e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR1417466.834	KY299737.1	100.0	6.3499999999999984e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2318042.7253	MF364996.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2032691.35	CP053187.1	100.0	6.3499999999999984e-71	Turicibacter sanguinis	154288	Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;Turicibacter sanguinis
ERR1417466.2913	MN474417.1	100.0	6.3499999999999984e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2696987.131	MN212232.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2579440.22825	MT464345.1	100.0	6.399999999999999e-71	Bacteroides thetaiotaomicron	818	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron
ERR2579440.1210	FJ504700.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2318042.4898	KY260117.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2318042.403	KY878431.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2033474.174	KX975035.1	98.0	6.389999999999999e-66	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR1417466.642	LR650618.1	100.0	6.3499999999999984e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR1417466.388	MG578674.1	100.0	6.3499999999999984e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2697076.70	MT477719.1	100.0	1.7799999999999998e-71	Dialister pneumosintes	39950	Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;Dialister pneumosintes
ERR2319529.11637	CP051672.1	100.0	6.399999999999999e-71	Parabacteroides distasonis	823	Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis
ERR2032691.200	LC515623.1	100.0	6.3499999999999984e-71	Intestinimonas massiliensis	1673721	Firmicutes;Clostridia;Clostridiales;NaN;Intestinimonas;Intestinimonas massiliensis
ERR1843602.2122	MT477821.1	100.0	6.3499999999999984e-71	Streptococcus parasanguinis	1318	Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus parasanguinis
ERR1417466.3412	KX974870.1	100.0	6.3499999999999984e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2319529.17527	MH570134.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR1843602.20960	MF364887.1	100.0	6.3499999999999984e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2579440.878	FP080294.1	99.338	8.279999999999999e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2318042.1616	LC267303.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2697076.494	JF167909.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2696987.708	MN211570.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2696987.458	HQ790659.1	100.0	1.7799999999999998e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
ERR2696987.3816	MT445082.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2319529.369	CP027766.1	98.01299999999999	1.7899999999999997e-66	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
ERR1417466.697	FP084758.1	98.667	1.3699999999999997e-67	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR2696987.1295	GU959058.1	100.0	1.7799999999999998e-71	uncultured Firmicutes bacterium	344338	Firmicutes;NaN;NaN;NaN;NaN;uncultured Firmicutes bacterium
ERR1846087.176	CP040443.1	96.0	6.44e-61	Escherichia sp. E4742	2044467	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia sp. E4742
ERR1458999.4485	KY285544.1	100.0	6.3499999999999984e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR1458999.164	KX593881.1	100.0	6.3499999999999984e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
ERR1417466.361	KY671809.1	100.0	6.3499999999999984e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
